湖北阮家八十一路三节棍,棍法,湖北阮家家传功夫之一，丐帮长老陈孤雁改以布袋使出。,陈孤雁,湖北阮家,天龙八部
奇门三才刀,刀法,丐帮长老吴长风所擅长的刀法，曾与云中鹤交战时使出，受王语嫣暗助而略胜一筹，差点能砍断云中鹤左手。,吴长风,丐帮,天龙八部
五台山二十四路伏魔杖,仗法,丐帮长老奚山河所用的杖法，曾与云中鹤交战时使出，因他身材太矮，那‘秦王鞭石’，‘大鹏展翅’两招威猛有余，沉稳不足，下盘颇有弱点。,奚山河,五台山,天龙八部
打狗阵,阵法,丐帮长老要围攻风波恶跟包不同的阵势，长老用乞讨的讨饭调来施发进攻的号令。,,丐帮,天龙八部
蛇鹤八打,奇门,四大恶人中云中鹤的武功，可克制四象六合刀，但被吴长风的奇门三才刀所克制。,云中鹤,,天龙八部
鳄嘴剪,奇门,四大恶人中岳老三新练成的兵器功夫。,岳老三,,天龙八部
鳄尾鞭,鞭法,四大恶人中岳老三新练成的兵器功夫。,岳老三,,天龙八部
腹语术,奇门,四大恶人之首段延庆流落江湖时所练成的邪功，和上乘内功相结合，能迷人心魄，乱人神智，这门武功纯以心力制敌，若对手内力胜过一筹，反害己身。段延庆曾传授给徒儿追魂杖谭青，谭青以此术在聚贤庄对付萧峰时被他破解反噬而亡。,段延庆,,天龙八部
五斗米神功,内功,海南岛五指山赤焰洞端木元的武功，曾控制一口浓痰转弯打中包不同，因此被王语嫣瞧出来历，这门武功十分阴毒，所以对外只称是由地火功演变的新招。,端木元,海南岛五指山赤焰洞,天龙八部
采燕功,奇门,南海椰花岛黎夫人的绝技，是椰花岛一派由采集燕窝的动作变化出以长竹杆为兵刃的武功，长杆取物，百发百中。,黎夫人,南海椰花岛,天龙八部
凭虚临风,轻功,蛟王不平道人在乌老大面前展现的轻功身法。,不平道人,,天龙八部
四十二路蜀道难牌法,奇门,西夏一品堂高手九翼道人的武学。,九翼道人,西夏一品堂,天龙八部
周公剑,剑法,福建一字慧剑门的绝招，在被天山童姥灭门后，只剩剑神卓不凡会使。,卓不凡,福建一字慧剑门,天龙八部
五罗轻烟掌,掌法,段正淳的武功，曾授予情人秦红绵，出掌如行云流水，潇洒之极。,段正淳,大理段氏,天龙八部
混沌剑阵,阵法,昆仑派的剑阵。,,昆仑派,天龙八部
罗汉剑阵,阵法,少林派的剑阵。,,少林派,天龙八部
段家剑,剑法,大理段氏的家传剑法，起手招式为“其得断金”，出招时脚步沉着，剑走轻灵，每一招攻守皆不失法度，剑招还有“金马腾空”、“碧鸡报晓”等招式，在段延庆在小镜湖欲杀段正淳时，双方使的都是这门剑法。,段延庆、段正淳,大理段氏,天龙八部
盘根错节十八斧,奇门,大理国侍卫古笃诚的武功，专攻敌人下盘。,古笃诚,大理段氏,天龙八部
清凉扇法,奇门,昆仑旁支三因观的武学，用判官笔使出更加厉害，是大理国侍卫朱丹臣的武功。,朱丹臣,三因观,天龙八部
杨家枪法,枪法,杨铁心家传绝技，北宋初年杨家将的枪法。最大绝学是七十二路“杨家枪法”，出枪甚长，且有虚实，有奇正，进其锐，退其速，其势险，其节短，不动如山，动如雷震。招式：毒龙出洞、凤点头、白虹经天、春雷震怒、回马枪。,杨铁心,,射雕英雄传
九阴真经,内功,北宋宋神宗年间文官黄裳编写的武学经典，天下武学无所不包，分成上下两册，载有易筋锻骨篇、疗伤篇、解穴秘诀、收筋缩骨法、移魂大法、蛇行狸翻、闭气秘诀、飞絮劲、摧心掌、白蟒鞭法、大伏魔拳、手挥五弦、摧坚神爪等招式。下册最后一篇为真经总纲，在通篇内功修练的要旨，曾帮助洪七公快速练回被重创后散失的功力，以及让一灯大师迅速恢复医治黄蓉时耗损的内功。,黄裳、洪七公、一灯大师,,射雕英雄传
摧心掌,掌法,此掌虽名“摧心”，但中者五脏六腑皆会被震烂，骨骼却不折断。《射雕英雄传》中，“铜尸”陈玄风、“铁尸”梅超风夫妻偷取师父黄药师的《九阴真经》，练就经上九阴白骨爪、白蟒鞭法、横练功夫外以及此功。但因黑风双煞夫妻多用白骨爪及白蟒鞭法而少用摧心掌，摧心掌的知名度远逊上述二功。后来，铜尸铁尸先后伏诛，九阴真经正本被毁，郭靖夫妻及杨过夫妻亦未曾练就此功，相信摧心掌就此失传。然而笑傲江湖中青城派掌门余沧海亦会同名而相似的武功。,陈玄风、梅超风,,射雕英雄传
摧坚神爪,爪法,《九阴真经》中的武功，又称九阴神爪，五指发劲，无坚不破，摧毁大岩，如穿腐土，出爪时爪心有强大的吸力可隔空取物或吸取他人功力，爪指有强大的透劲可隔空伤人，为一收一放，一开一合，合乎武学大道之理的功夫。梅超风与周芷若皆未得此招完整练法而断章取义偏成九阴白骨爪，周芷若也惨败给完整习得摧坚爪的黄衫女子，足见两者威力差别。,,,射雕英雄传
伏魔杖法,仗法,江南七怪之首飞天蝙蝠柯镇恶的成名武功，杖下威力十分钢猛。,柯镇恶,,射雕英雄传
分筋错骨手,擒拿,江湖常见的武技，但江南七怪中的朱聪自有创见，另变出许多奥妙。,朱聪,,射雕英雄传
空空拳,拳法,江南七怪中的朱聪所擅长的拳技，招式巧妙，朱聪除了教给郭靖外，也教过拖雷三招。,朱聪,,射雕英雄传
妙手空空,奇门,朱聪的绝技，数次从对手身上偷得物品，临死前从杨康身上摸出绣花鞋就是他最好的证明。,朱聪,,射雕英雄传
南山刀法,刀法,江南七怪中“南山樵子”南希仁的武功，由于猜测丘处机会教授杨康“杨家枪法”，曾特别指导郭靖刀法中单刀破枪的法门。,南希仁,,射雕英雄传
开山掌法,掌法,江南七怪中南山樵子南希仁传授给郭靖的掌法。,南希仁,,射雕英雄传
南山掌法,掌法,江南七怪中南山樵子南希仁传授给郭靖的掌法，施展开时双掌翻合，虎虎生风。,南希仁,,射雕英雄传
铁布衫,内功,江南七怪中笑弥陀张阿生练有的横练功夫。,张阿生,,射雕英雄传
金龙鞭法,鞭法,江南七怪中马王神韩宝驹的成名武功，招式注重巧劲，练习时若劲力用错，反先伤己身，由于韩宝驹身材偏矮，因此专研攻敌下盘的法门，曾传给徒弟郭靖，倚之力斗黄河四鬼。,韩宝驹,,射雕英雄传
地堂鞭法,鞭法,江南七怪中马王神韩宝驹的武功，着地滚进，专向对方下盘急攻。,韩宝驹,,射雕英雄传
鸳鸯连环腿,腿法,马王神韩宝驹的生平绝学，左起右落，左落右起，倏忽之间接连踢出了九脚，脚下曾踢倒无数南北好汉。,韩宝驹,,射雕英雄传
呼延枪法,枪法,江南七怪中闹市侠隐全金发传给郭靖的枪法，是军中流传甚广的枪法，而全金发秤杆的打法本从枪中脱胎而来。,全金发,,射雕英雄传
越女剑法,剑法,江南七怪中越女剑韩小莹的剑法，乃是《越女剑》一书中剑神越女阿青遗留的剑招，在唐末时一名剑法名家依据自古流传的剑招重新去芜存菁、另生变化而成。韩小莹将这路剑法教给郭靖后，郭靖又传给郭芙跟武氏兄弟。,韩小莹、郭靖,,射雕英雄传
灵鳌步,轻功,黄药师所创的轻功身法，黄蓉曾用来躲开彭连虎的攻击，让他以为黄蓉是黑风双煞的弟子。,黄蓉,桃花岛,射雕英雄传
兰花拂穴手,点穴,黄药师所创的点穴手法，十指灵巧轻柔，运劲若有若无，扣指如兰花，出手优雅，与桃华落英掌合使更显精妙。讲究“快、准、奇、清”，务须出手优雅，气度闲逸，轻描淡写，行若无事，才算得到家，要是出招紧迫狠辣，不免落了下乘，配不上“兰花”的高雅之名。,黄药师,桃花岛,射雕英雄传
劈空掌,掌法,黄药师的一门绝技，在一瞬间运转体内的气通过手掌发出来，攻击对方，可以直接隔着空气伤人。练习时要用铁八卦，还要手掌浸过醋，曾传授给徒弟陆乘风跟曲灵风，其女黄蓉虽也知悉修练法门，但修为甚浅。黄药师正是用“劈空掌”和“弹指神通”与西毒、南帝、北丐打成平手。洪七公等人也会“劈空掌”。但有可能桃花岛的劈空掌是自成一派的武功绝技。练习劈空掌要用“铁八卦”，还要手掌浸过醋。小说里，黄蓉还说过：手掌浸过醋，如果还没散功，被大石头压得久了，手掌就毁了。,黄药师、陆乘风、曲灵风,桃花岛,射雕英雄传
桃华落英掌(落英神剑掌),掌法,黄药师早年由剑法另行悟创的掌法，和旋风扫叶腿并施即为东风绝技，掌法奇巧多变，或五虚一实或八虚一实，招式飘逸若仙，但也能将虚招全变成实招，掌劲凌厉，所以招式名称才添了“神剑”两字，另可衍生出落英剑法，在第三版里改称“桃华落英掌”。在神雕侠侣中，黄药师的小徒弟程英也会此招，功力仅略逊于师姐黄蓉。,黄药师、程英,桃花岛,射雕英雄传
旋风扫叶腿,腿法,黄药师早年悟创的腿功，和桃华落英掌并施即为东风绝技，六个弟子无一得传，后因自恼重罚了四名无辜弟子，另行创出与旋风扫叶腿配合的内功心法，每日打坐练气，进境若快，可使伤残者逐渐恢复行走。,黄药师,桃花岛,射雕英雄传
东风绝技(狂风绝技),奇门,桃华落英掌与旋风扫叶腿齐施，共六六三十六招，招术以六招为一轮，速度愈来愈快。在第三版里改称东风绝技。,黄药师,桃花岛,射雕英雄传
奇门五转,掌法,黄药师以十多年功力从奇门五术中演变出来的绝学。使时掌影飘飘，快捷无伦，犹如一座大山重重压向敌人，招数更是越出越快，攻势也随之大盛，可逼得敌人随自己急速旋转，从而转得头晕眼花，极难抵挡得住。在第二次华山论剑与郭靖交手最后使出的绝招。,黄药师,桃花岛,射雕英雄传
碧波掌法,掌法,桃花岛入门武功，傻姑偷看曲灵风练功时习得一招半式，曾用来攻击梁子翁，也因为使用这路掌法让黄蓉跟黄药师认出她是曲灵风后人。,傻姑,桃花岛,射雕英雄传
弹指神通,指法,黄药师的一门绝技，透过指头弹出暗器或石子，可发挥极强的破坏力。《射雕英雄传》中，黄药师与周伯通比玩石弹、在归云庄弹石指点梅超风，都是使的这门功夫。《神雕侠侣》中，黄蓉亦以此功弹酒杯。黄药师更把此功及玉箫剑法传与杨过以克制李莫愁的五毒神掌及拂尘。黄药师也曾以此绝技和杨过的黯然消魂掌打成平手。此外，《天龙八部》的天山童姥和虚竹、《倚天屠龙记》的明教“光明左使”杨逍和《侠客行》的“摩天居士”谢烟客也会此功。,黄药师,桃花岛,射雕英雄传
碧海潮生曲,奇门,黄药师的一门绝技，箫声有如海潮变幻，以上层内力惑人心志、乱其内息，他曾用这门功夫对付老顽童周伯通，与欧阳锋的铁筝、洪七公的啸声相抗。,黄药师,桃花岛,射雕英雄传
打狗棒法,棒法,丐帮两大镇帮绝技之一，乃是丐帮帮主的象征，可搭配打狗棒施展，洪七公因将帮主之位传给黄蓉，这路棒法也悉数相授。在神雕侠侣中，杨过在因缘际会下遇到洪七公和义父欧阳锋，洪七公只教授要式和招数，并未传授口诀；欧阳锋则是传授反制法，最后洪七公和欧阳锋含笑过世，杨过将他们葬在一起。与郭靖、黄蓉再度碰面时，听到黄蓉传授鲁有脚口诀时，完全领悟。,洪七公、黄蓉、杨过,丐帮,射雕英雄传
降龙十八掌,掌法,丐帮两大镇帮绝技之一，乃天下第一掌法，但不一定只有帮主能修炼，丐帮萧峰以降龙十八掌威震武林，少林寺一役技冠群雄，可惜因遗失擒龙功而无法发挥至最强，被由洪七公修传给郭靖后，是郭靖最主要及最厉害的武学。在神雕侠侣中，郭靖的功力与金轮法王尚可略为比拼。,萧峰、洪七公、郭靖,丐帮,射雕英雄传
逍遥游拳法,拳法,洪七公传授黄蓉跟穆念慈的拳法，招式路数和桃花岛武功颇相似，是洪七公少年所学的武技，已经弃用多年。,洪七公,丐帮,射雕英雄传
满天花雨掷金针,暗器,为应付欧阳锋、欧阳克叔侄所训练的蛇阵，洪七公从黄蓉缝制衣服的举动联想到可用满天花雨的手法掷针刺蛇，进而创出这套暗器手法，并将之教给黄蓉。,洪七公、黄蓉,丐帮,射雕英雄传
莲花掌,掌法,洪七公随意传给黄蓉的武功之一，黄蓉曾在丐帮大会上使出。,黄蓉,丐帮,射雕英雄传
铜锤手,拳法,洪七公随意传给黄蓉的武功之一，黄蓉曾在丐帮大会上使出。,黄蓉,丐帮,射雕英雄传
混天功,内功,洪七公随意传给黄蓉的武功之一，黄蓉曾在丐帮大会上使出。,黄蓉,丐帮,射雕英雄传
铁帚腿法,腿法,洪七公随意传给黄蓉的武功之一，黄蓉曾在丐帮大会上使出。,黄蓉,丐帮,射雕英雄传
伏虎拳,拳法,洪七公在重伤后领会九阴真经之意，起身所演练的拳法。此为真实武术，为洪门之拳技，以黄麒英、黄飞鸿父子使得最为杰出。,洪七公,丐帮,射雕英雄传
毒蛇寻穴手,奇门,杨康在参加比武招亲时跟杨铁心交手所用的武功。,杨康,,射雕英雄传
金雁功,轻功,全真派极精深的轻功，马钰曾在蒙古让郭靖每日上崖下崖而修练到的。,马钰、郭靖,全真教,射雕英雄传
空明拳,拳法,“老顽童”周伯通被困桃花岛时，由老子道德经的意义中悟出的拳技，拳诀共十六字：“空朦洞松、风通容梦、冲穷中弄、童庸弓虫”，曾传给义弟郭靖和徒弟耶律齐。总共有七十二路。,周伯通,全真教,射雕英雄传
双手互搏,奇门,也称‘左右互搏之术’，老顽童周伯通被困桃花岛时，穷极无聊自创的游戏，让自己的左手和右手各用不同的武功对打，经郭靖点破后方知可分使两种不同的武功抗敌，自身武功斗然增强一倍。起始修练法门是一手划方、一手划圆，关键诀窍全在“分心二用”四字，只有思想单纯之人方可理解，心思缜密太过聪明之人容易多想反而无法领会，故除了周伯通外只有郭靖与小龙女两人学会。,周伯通、郭靖,全真教,射雕英雄传
先天功,内功,全真教镇教绝学，为“中神通”王重阳在第一回华山论剑时力压其余四绝的绝顶功夫，徒弟全真七子跟师弟周伯通均未获得传授，仅与“南帝”段智兴交换过一阳指，用意是要“南帝”拥有克制“西毒”欧阳锋之能。先天功配合一阳指除了可以完全对付欧阳锋外，也可以治疗沉重的内伤。,王重阳,全真教,射雕英雄传
三花聚顶掌法,掌法,全真教最强的掌法，马钰被彭连虎用毒针偷袭后，迅速回击的招式，第三版中改为“履霜破冰掌法”。,马钰,全真教,射雕英雄传
全真剑法,剑法,全真剑法是全真教的武学。剑法变化精微，威力极盛，包含定阳针、天绅倒悬、揩磨尘垢、探海屠龙、罡风扫叶、雁行斜击、浪迹天涯，一剑化三清等招式。其中一剑化三清更是每一招均可化为三招，十分厉害。古墓派亦有一套玉女剑法专克全真剑法，但当双剑合壁，一个使玉女剑法，一个使全真剑法，就会变成威力极大的玉女素心剑法。但此招只有杨过或使用。,,全真教,射雕英雄传
同归剑法,剑法,全真教剑法之一，剑法只攻不守，招招力求同归于尽，故名同归剑法，是全真七子怕落单遇上西毒欧阳锋而创出，意在牺牲一人保全同门，丘处机曾用这门剑法与江南七怪及焦木大师交手。,丘处机,全真教,射雕英雄传
指笔功,指法,全真教武学，在江南七怪和马钰故布疑阵欺骗梅超风时，曾提及谭处瑞练就此功。,谭处瑞,全真教,射雕英雄传
金关玉锁二十四诀,内功,全真教武学，马钰所修练的内功。,马钰,全真教,射雕英雄传
天罡北斗阵,阵法,王重阳替全真七子新创的阵法，以北斗七星运转为原理，可联手对抗四绝等级的高手，阵法和九阴真经的北斗大法相呼应，乃道家至高之学。全真七子布阵时马钰位当天枢，谭处端位当天璇，刘处玄位当天玑，丘处机位当天权，四人组成斗魁；王处一位当玉衡，郝大通位当开阳，孙不二位当摇光，三人组成斗柄。北斗七星中以天权光度最暗，却是居魁柄相接之处，最是冲要，因此由七子中武功最强的丘处机承当，斗柄中以玉衡为主，由武功次强的王处一承当。天罡北斗阵可将七人之力合而为一，王重阳昔年曾为此阵花过无数心血。小则以之联手搏击，化而为大，可用于战阵。敌人来攻时，正面首当其冲者不用出力招架，却由身旁道侣侧击反攻，犹如一人身兼数人武功，确是威不可当。七子却是以静制动，盘膝而坐，击首则尾应，击尾则首应，击腰则首尾皆应，牢牢的将敌人困在阵中。但天罡北斗阵的缺陷就在“北极星位”，一旦位置被占，反而七人都是门户洞开，互相不能联防，每人都暴于敌人攻势之下。因为北斗星宿中“天枢”“天璇”两星联一直线，向北伸展，即遇北极星。此星永居正北，北斗七星每晚环之而转。只须抢到北极星的方位，北斗阵散了便罢，否则更能坐镇中央，带动阵法，那时以逸待劳，自是立于不败之地。,全真七子,全真教,射雕英雄传
一阳指,指法,一阳指是大理皇家段氏一族的成名绝技，在招式上可克制西毒欧阳锋。南帝段智兴曾以一阳指与王重阳交换先天功，并在出家后将一阳指武功传给门下弟子“渔樵耕读”。一阳指施展时，可近战可远攻，与高手争搏之时，近斗凶险，若用这手法，既可克敌，又足保身。抢攻固然神妙，尤难的却是在一攻而退，鱼逝兔脱，无比灵动。,段智兴,大理段氏,射雕英雄传
蛤蟆功,内功,西毒欧阳锋的绝技，发功时蹲在地下，双手弯与肩齐，嘴里发出咯咯叫声，宛似一只大青蛙作势相扑，双手平推，吐气扬眉，威力十足。武学要旨在于以静制动，全身蓄劲涵势，只要敌人一施攻击，立时便有猛烈无比的劲道反击，但一阳指跟先天功都可克制蛤蟆功。由于这门武功需有相当的内力为基础，所以并未教给私生子欧阳克，但在发疯后顺手传授给杨过。蛤蟆冬眠之期极久，在土中隐藏多时，蓄积体力，一出土便精神百倍。欧阳锋所练蛤蟆功主旨与此相仿，平时练功，长期蓄力，临敌时一鼓使出。又月中蟾蜍，俗称蛤蟆，此功于夜中对着月亮黑影而练，故有此称。现实中确实有这套功夫，又名“金鸡喝水功”，相传为岳飞所创。,欧阳锋,白驼山庄,射雕英雄传
透骨打穴法,点穴,仅有欧阳锋跟黄药师可解的阴毒点穴手法，需用独特方式才能解开。,欧阳锋、黄药师,,射雕英雄传
神驼雪山掌,掌法,白驼山庄家传武艺，欧阳克曾在与梅超风交手时使出。,欧阳克,白驼山庄,射雕英雄传
瞬息千里,轻功,白驼山庄家传轻功，欧阳克曾在与梅超风交手时使出。,欧阳克,白驼山庄,射雕英雄传
飞燕银梭,暗器,欧阳克在桃花岛上试图暗算郭靖的暗器。,欧阳克,白驼山庄,射雕英雄传
灵蛇拳,拳法,第一次华山论剑后，欧阳锋为在下回论剑时出奇制胜，参考毒蛇动作创出的拳技，施展时宛若无骨，可以突然变换方向攻击敌手，欧阳克在对上郭靖时为求胜逞快使出，令旁观的洪七公进而推敲出应付之道。,欧阳锋、欧阳克,白驼山庄,射雕英雄传
灵蛇杖法,仗法,欧阳锋的兵器招数，杖法中夹杂棒法、棍法的套路，杖头所雕人头口中的两排利齿喂有剧毒，杖上机括按动可发出歹毒暗器，杖尖还缠盘著两条毒蛇令人难以防范。后来也传授给杨过。,欧阳锋,白驼山庄,射雕英雄传
罗汉伏虎拳,拳法,陆冠英学自仙霞派的拳招，拳法中将猛虎罗汉双形，同时在一套拳法中显示出来。,陆冠英,仙霞派,射雕英雄传
罗汉刀法,刀法,仙霞派枯木禅师传授陆冠英的刀法，招式刀沉力猛。,陆冠英,仙霞派,射雕英雄传
铁掌,掌法,“铁掌水上飘”为裘千仞的成名绝技，修练时需用双掌在铁沙中熬炼，又名铁砂掌，威力虽略逊降龙十八掌，但掌法精奇巧妙，犹在降龙十八掌之上，在武学诸派掌法之中向称刚猛第一，裘千仞曾用铁掌重创瑛姑与“老顽童”周伯通之私生子跟黄蓉，一旦遭铁掌击成严重内伤，需要一阳指搭配先天功才能治愈。,裘千仞,铁掌帮,射雕英雄传
通臂六合掌,掌法,裘千丈在归云庄炫耀的武功，是从通臂五行掌中变化出来。招数虽然不奇，要旨在双臂贯为一劲，双手确有相互应援，发挥连环不断之巧。,裘千丈,铁掌帮,射雕英雄传
毒砂掌,掌法,武林中常见的毒掌功夫，但灵智上人的修为之深却是武林少见，连王处一曾与他对上一掌吃亏不小，需用血竭、田七、没药、熊胆四味药祛除毒气。,灵智上人,,射雕英雄传
大手印,掌法,灵智上人在藏边修练多年的绝技，掌劲十分沉雄，但威力与欧阳锋、周伯通等人仍差上好大一截，在第三版中改为青海手印宗的五指秘刀。,灵智上人,,射雕英雄传
野狐拳法,拳法,参仙老怪梁子翁在长白山采参时，偶见野狐斗野犬从狐狸动作中领悟的拳法，招式以灵、闪、扑、跌四字为要诀，专门对付较己更强的劲敌，曾凭此技力斗练成降龙十八掌的郭靖，梁子翁未攻先闪、跌中藏扑，但仍被郭靖实打实击下海面。,梁子翁,,射雕英雄传
关外大力擒拿手法,擒拿,参仙老怪梁子翁传授给弟子的武功，曾用来对付郭靖。,梁子翁,,射雕英雄传
疯魔杖法,仗法,丐帮简长老的武功，乃是梁山泊好汉鲁智深传下来的杖法，套路极为威猛，但仍不敌黄蓉的打狗棒法。,简长老,丐帮,射雕英雄传
大力金刚杖法,仗法,丐帮简长老的武功，招式走刚猛一路，但仍不敌黄蓉的打狗棒法。,简长老,丐帮,射雕英雄传
坚壁阵,阵法,丐帮阵法，由十多名帮众排成前后两列，各人手臂相挽，结成一堵坚壁猛冲，合十余人的体重，再加上疾冲之势袭击敌人。,,丐帮,射雕英雄传
泥鳅功,内功,瑛姑从泥鳅穿泥游行领悟的武功要诀，身上好似涂上一层油脂，溜滑异常，将敌人的攻击滑卸开来。,瑛姑,,射雕英雄传
七绝针,暗器,瑛姑从女工针线中研究的暗器招式，其右手食指戴有突出金针的金环，金针上具有剧毒。,瑛姑,,射雕英雄传
移形换位,轻功,沙通天的轻功身法，曾用来拦截黄蓉逃跑。,沙通天,,射雕英雄传
钱镖,暗器,彭连虎以铜钱打出的暗器，曾用来拦阻黄蓉。,彭连虎,,射雕英雄传
燕青拳,拳法,梁子翁在众人面其在筷子上施展的轻巧拳术。,梁子翁,,射雕英雄传
断魂刀法,刀法,沙通天传给徒弟沈青刚的武功。,沙通天,,射雕英雄传
夺魄鞭法,鞭法,沙通天传给徒弟马青雄的武功。,沙通天,,射雕英雄传
追命枪法,枪法,沙通天传给徒弟吴青烈的武功。,沙通天,,射雕英雄传
丧门斧法,奇门,沙通天传给徒弟钱青健的武功。,沙通天,,射雕英雄传
哀牢山三十六剑,剑法,朱子柳的武学，上下前后左右各刺六剑，连刺六六三十六剑，称为天下剑法中攻势凌厉第一。,朱子柳,大理段氏,射雕英雄传
青蟒剑法,剑法,陈达海的成名绝技，施展时剑尖闪动，犹如蟒蛇。,陈达海,,白马啸西风
神行百变,轻功,在作品碧血剑、鹿鼎记里有记载，由铁剑门木桑道人所创，后来又传给阿九（九难，长平公主），九难再传给韦小宝。,木桑道人、九难、韦小宝,铁剑门,鹿鼎记
五虎断门刀,刀法,江洋大盗茅十八的成名刀法，招式十分狠辣。,茅十八,,鹿鼎记
沐家拳,拳法,沐王府成名江湖的拳术，在武林中流传颇广，练就者众。,,沐王府,鹿鼎记
回风剑,剑法,沐王府成名江湖的剑法，在武林中流传颇广，练就者众。,,沐王府,鹿鼎记
小擒拿手,擒拿,武当派的基础擒拿手法，假太后曾教给康熙。,假太后,武当派,鹿鼎记
八卦游龙掌,掌法,武当派武学之一，只有八八六十四式，但反复变化自有巧妙，假太后曾教给康熙和韦小宝交手之用。,假太后,武当派,鹿鼎记
大擒拿手,擒拿,少林寺的基础擒拿手法，海大富曾教给韦小宝，共有十八式，每式都各有七八种变化。,海大富,少林寺,鹿鼎记
大慈大悲千叶手,掌法,少林寺武学之一，是天下最仁善的武功，招式变化多端，颇为难练，海大富虽教给韦小宝，但他却练得不甚精通。,海大富,少林寺,鹿鼎记
虎爪手,爪法,十八罗汉要擒抓九难时所使的擒拿手法。,,少林寺,鹿鼎记
龙爪手,爪法,十八罗汉要擒抓九难时所使的擒拿手法。,,少林寺,鹿鼎记
擒龙功,擒拿,十八罗汉要擒抓九难时所使的擒拿手法。,,少林寺,鹿鼎记
化骨绵掌,掌法,神龙教的阴狠掌力，中掌者在一年半载后，骨骼慢慢折断碎裂致人于死，假太后曾用来害死贞妃和康熙生母孝康皇后。,假太后,神龙教,鹿鼎记
阴阳磨,掌法,崆峒派的厉害掌功，双手掌力分为阴阳两种，倒转运使起来，可以消磨对手功力，修习此功十分伤身，海大富和假太后交手时，最后利用此技化去她大量功力。,海大富,崆峒派,鹿鼎记
飞凤手,掌法,崆峒派武功，阿珂曾用来打伤少林弟子。,阿珂,崆峒派,鹿鼎记
落雁掌,掌法,昆仑派武功，阿珂曾用来打伤少林弟子。,阿珂,昆仑派,鹿鼎记
回风掌,掌法,武当派武功，阿珂曾用来打伤少林弟子。,阿珂,武当派,鹿鼎记
太极刀,刀法,阿珂想用来对付澄观的刀法之一。,阿珂,,鹿鼎记
少林长拳,拳法,少林寺入门所学第一套武功。,,少林寺,鹿鼎记
罗汉拳,拳法,少林寺入门武学，学完少林长拳后，再进阶的拳法。,,少林寺,鹿鼎记
伏虎拳,拳法,少林寺入门武学，练成罗汉拳后再进一步修练的武功，待练就伏虎拳，内外功已有相当根底，才能修练更高深的少林寺武功。,,少林寺,鹿鼎记
韦陀掌,掌法,少林寺武学，在练成伏虎拳后因循渐进修练的掌法，若不学韦陀掌，也可修练大慈大悲千叶手。,,少林寺,鹿鼎记
散花掌,掌法,少林寺武学，学完韦陀掌跟大慈大悲千叶手后，更深一层的武技，据澄观所言，练到散花掌后，别派弟子已少有能敌。,,少林寺,鹿鼎记
波罗蜜手,掌法,少林寺武学，练成散花掌才能再更上层楼的武功，但能否跨过此一门槛，端看各人悟性如何。,,少林寺,鹿鼎记
金刚神掌,掌法,少林寺武学，寺僧练成波罗蜜手才能再进阶修练的掌法。,,少林寺,鹿鼎记
拈花擒拿手,擒拿,少林寺武学，寺僧练成金刚神掌后，方可修练的擒拿手法。纯以浑厚内力为基，出手平淡冲雅，不杂丝毫霸气。人以“拈花”两字为这路擒拿之名，自然每一招都是姿式高雅，和寻常擒拿手的扳手攀腿，大异其趣。,,少林寺,鹿鼎记
般若掌,掌法,少林七十二绝技之一，需练就这门掌法，才能依据掌力深浅传授易筋经内功。,,少林寺,鹿鼎记
一指禅,指法,少林七十二绝技之一，需先修练易筋经的内力才足以驱使运用，澄观至五十三岁时才略通这门指法。,澄观,少林寺,鹿鼎记
破衲功,奇门,少林七十二绝技之一，少林方丈晦聪曾以衣袖使出接去敌手掷发的暗器。,晦聪,少林寺,鹿鼎记
凝血神爪,爪法,天地会总舵主陈近南的成名招式，爪劲异常阴毒，中招者三天后全身血液慢慢凝结而死，无药可治。唯有在泥地掘洞将全身埋入，只露出口鼻呼吸，每日埋四个时辰，一共掩埋七天方能化解。,陈近南,天地会,鹿鼎记
鸡爪功,爪法,西藏拉萨大喇嘛巴颜法师所擅长的擒拿手法，曾和清凉寺住持澄光力斗一场。,巴颜法师,,鹿鼎记
大手印神功,掌法,西藏密宗的第一高手桑结练至登峰造极的武功。,桑结,密宗,鹿鼎记
两指禅,指法,桑结左右齐发的强悍指力，自认武功独特天下无双，自从十根手指中毒截去之后，手指短了一段，出手已不如先前灵活，但正因短了一段，若是点中在敌人身上，力道又比昔日强了三分。,桑结,密宗,鹿鼎记
金刚护体神功,内功,少林派内功最高境界，故老相传，这“金刚护体神功”练到登峰造极之时，周身有一层无形罡气，敌人袭来的兵刃暗器尚未及身，已给震开。,,少林寺,鹿鼎记
红砂掌,掌法,昆仑派独门掌法，冯锡范曾用来击杀关安基，中掌处会留有血红色的手印。,冯锡范,昆仑派,鹿鼎记
美人三招,奇门,洪夫人苏荃的功夫，曾经传给韦小宝，分别是“贵妃回眸”、“小怜横陈”、“飞燕回翔”。,苏荃、韦小宝,神龙教,鹿鼎记
燕青十八翻,轻功,地堂门身法，可以滚到敌人身前，用单刀砍他们的腿。,,地堂门,鹿鼎记
松鼠草上飞,轻功,地堂门身法，可以滚到敌人身前，用单刀砍他们的腿。,,地堂门,鹿鼎记
地堂刀法,刀法,地堂刀法，地堂门武功，倘若上阵打仗，可以滚过去砍马腿，林兴珠曾传授士兵在攻打台湾时使用。,林兴珠,地堂门,鹿鼎记
